protein	rep	Iden	cluster	Phylum	Class	Order	Family	Genus	Species	newPhylum	RefID	diff_zscore
DHFR,folA	FengQ_2015__SID532779__bin.42|gene_id_1977	32.43	GUT_GENOME090701_01153, FengQ_2015__SID532779__bin.42|gene_id_1977	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum intestinale	Bacteroidetes	refID281118	0.344322909163461
DHFR,folA	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.93|gene_id_425	32.45	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.93|gene_id_425, GUT_GENOME255347_00920	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus	Bacteroidetes	refID033281	0.312292871101744
DHFR,folA	BackhedF_2015__SID42_4M__bin.11|gene_id_6165	32.47	GUT_GENOME140043_03497, BackhedF_2015__SID42_4M__bin.11|gene_id_6165, GUT_GENOME141068_05011, HeQ_2017__RSZAXPI003077-109__bin.22|gene_id_5957, GUT_GENOME098568_05814	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Eisenbergiella tayi	Firmicutes	refID029544	0.35233041867889
DHFR,folA	GUT_GENOME142525_00556	32.47	BackhedF_2015__SID526_4M__bin.1|gene_id_1739, GUT_GENOME142525_00556, gene_id_3121590	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	Actinobacteria	refID271555	-0.0800750951542933
DHFR,folA	ChengpingW_2017__AS108raw__bin.24|gene_id_113	32.6	GUT_GENOME140265_01277, ChengpingW_2017__AS108raw__bin.24|gene_id_113	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes bacterium CAG 227	Firmicutes	refID005772	-0.520488118502907
DHFR,folA	ZellerG_2014__CCIS41288781ST-4-0__bin.9|gene_id_679	32.62	GUT_GENOME285133_01591, ZellerG_2014__CCIS41288781ST-4-0__bin.9|gene_id_679	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	Olsenella sp An290	Actinobacteria	refID013457	0.640600761234346
DHFR,folA	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.118|gene_id_9	32.62	gene_id_2564105, GUT_GENOME001239_01281, Bengtsson-PalmeJ_2015__TRAVELRES45__bin.118|gene_id_9	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium ventriosum	Firmicutes	refID264840	0.144135171277728
DHFR,folA	GUT_GENOME143189_01449	32.65	FengQ_2015__SID31750__bin.59|gene_id_541, GUT_GENOME143189_01449	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Ruminiclostridium	Ruminiclostridium sp000435295	Firmicutes	refID165486	-0.392367966256037
DHFR,folA	Bengtsson-PalmeJ_2015__TRAVELRES24__bin.62|gene_id_1898	32.67	GUT_GENOME001241_01388, Bengtsson-PalmeJ_2015__TRAVELRES24__bin.62|gene_id_1898	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp CAG 62	Firmicutes	refID154420	0.704660837357781
DHFR,folA	BackhedF_2015__SID640_4M__bin.8|gene_id_767	32.68	GUT_GENOME060651_01853, GUT_GENOME000219_00180, BackhedF_2015__SID387_12M__bin.14|gene_id_1846, BackhedF_2015__SID640_4M__bin.8|gene_id_767, GUT_GENOME000327_02426, gene_id_2728060	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes sp CAG 276	Firmicutes	refID159416	-0.128120152246869
DHFR,folA	LiJ_2014__MH0334__bin.36|gene_id_1384	32.7	GUT_GENOME096252_02091, GUT_GENOME228008_00715, LiJ_2014__MH0334__bin.36|gene_id_1384	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister succinatiphilus	Firmicutes	refID264667	-0.0880826046697227
DHFR,folA	NielsenHB_2014__V1_UC14_1__bin.35|gene_id_2643	32.78	GUT_GENOME000725_00452, gene_id_3608729, NielsenHB_2014__V1_UC14_1__bin.35|gene_id_2643	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Hungatella	Hungatella hathewayi	Firmicutes	refID001249	-0.768720913481216
DHFR,folA	VincentC_2016__MM103.3__bin.6|gene_id_8	32.79	GUT_GENOME244383_00008, VincentC_2016__MM103.3__bin.6|gene_id_8	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella timonensis	Bacteroidetes	refID204767	-0.464435551894901
DHFR,folA	ZellerG_2014__CCMD11006829ST-21-0__bin.71|gene_id_1172	32.79	GUT_GENOME285666_01150, GUT_GENOME096144_00523, ZellerG_2014__CCMD11006829ST-21-0__bin.71|gene_id_1172, GUT_GENOME152588_00344, LiJ_2014__V1.FI15__bin.29|gene_id_1138, GUT_GENOME097839_00083, HeQ_2017__RSZAXPI003082-116__bin.42|gene_id_84, QinJ_2012__T2D-070__bin.12|gene_id_349, YuJ_2015__SZAXPI017581-93__bin.42|gene_id_972	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae	Ruminococcaceae bacterium D16	Firmicutes	refID225413	-0.84078849912008
DHFR,folA	BackhedF_2015__SID338_4M__bin.5|gene_id_24	32.86	gene_id_1101815, GUT_GENOME143483_01688, gene_id_4700063, gene_id_5347425, BackhedF_2015__SID105_4M__bin.1|gene_id_1038, BackhedF_2015__SID608_4M__bin.4|gene_id_831, BackhedF_2015__SID338_4M__bin.5|gene_id_24, gene_id_6801072, gene_id_4739156, GUT_GENOME095938_02262	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	Actinobacteria	refID106342	-0.0400375475771466
DHFR,folA	BritoIL_2016__W1.13.ST__bin.13|gene_id_691	32.9	GUT_GENOME107760_00180, GUT_GENOME226303_00533, CosteaPI_2017__SID713A055-11-0-0__bin.51|gene_id_328, GUT_GENOME001282_01667, BritoIL_2016__W1.13.ST__bin.13|gene_id_691, CM_madagascar__A72_02_1FE__bin.19|gene_id_1302	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella stercorea CAG 629	Bacteroidetes	refID051802	-0.328307890132602
DHFR,folA	BritoIL_2016__W1.26.ST__bin.71|gene_id_1029	32.9	GUT_GENOME271917_01197, BritoIL_2016__W1.26.ST__bin.71|gene_id_1029	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium coprostanoligenes	Firmicutes	refID288601	1.45736673180814
DHFR,folA	LiJ_2014__MH0308__bin.74|gene_id_1757	32.97	GUT_GENOME212645_01126, LiJ_2014__MH0308__bin.74|gene_id_1757	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Ruminococcus sp	Firmicutes	refID166584	0.024022528546288
DHFR,folA	GUT_GENOME001056_02642	32.97	ZeeviD_2015__PNP_Main_255__bin.6|gene_id_2226, GUT_GENOME001056_02642	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	KLE1615	KLE1615 sp900066985	Firmicutes	refID289253	0.240225285462881
DHFR,folA	HeQ_2017__SZAXPI029541-107__bin.39|gene_id_2984	32.98	GUT_GENOME001471_01325, HeQ_2017__SZAXPI029541-107__bin.39|gene_id_2984	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp CAG 7	Firmicutes	refID028444	0.0560525666080052
DHFR,folA	QinN_2014__LD-56__bin.18|gene_id_764	33.11	GUT_GENOME120773_00493, GUT_GENOME248086_01610, QinN_2014__LD-56__bin.18|gene_id_764, LiJ_2014__V1.FI01__bin.38|gene_id_489	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella parvirubra	Proteobacteria	refID077695	-0.672630799296064
DHFR,folA	GUT_GENOME239710_01683	33.11	VincentC_2016__MM060.2__bin.7|gene_id_1009, GUT_GENOME239710_01683	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella disiens	Bacteroidetes	refID121924	0.0960901141851518
DHFR,folA	LiJ_2014__MH0384__bin.29|gene_id_215	33.12	ChengpingW_2017__AS20raw__bin.12|gene_id_818, LiJ_2014__MH0384__bin.29|gene_id_215, GUT_GENOME096191_02828, GUT_GENOME147612_00994	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella xylaniphila	Bacteroidetes	refID164689	-0.336315399648032
DHFR,folA	ChengpingW_2017__AS25raw__bin.22|gene_id_818	33.15	LiJ_2014__V1.FI13__bin.35|gene_id_1606, GUT_GENOME121215_01596, GUT_GENOME225915_02526, GUT_GENOME000269_00025, GUT_GENOME000420_02934, ChengpingW_2017__AS25raw__bin.22|gene_id_818, XieH_2016__YSZC12003_35704__bin.26|gene_id_2593	Firmicutes	Clostridia	Clostridiales	Clostridiales	Flavonifractor	Flavonifractor sp	Firmicutes	refID063789	-0.0160150190308587
DHFR,folA	HeQ_2017__RSZAXPI003079-113__bin.22|gene_id_1934	33.15	HeQ_2017__RSZAXPI003079-113__bin.22|gene_id_1934, FengQ_2015__SID31275__bin.27|gene_id_558, GUT_GENOME000980_04748, GUT_GENOME095986_02545, gene_id_1918435	Firmicutes	Clostridia	Clostridiales	Clostridiales	Clostridiales	Clostridiales bacterium 1 7 47FAA	Firmicutes	refID140826	-0.432405513833184
DHFR,folA	GUT_GENOME103857_01332	33.16	LoombaR_2017__SID1049_baw__bin.16|gene_id_1057, gene_id_3252909, GUT_GENOME103857_01332	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella stercoris	Actinobacteria	refID236153	0.440413023348614
DHFR,folA	gene_id_5243681	33.33	gene_id_5243681, gene_id_21266, GUT_GENOME095592_03114, FerrettiP_2018__CA_C10031IS2530FE_t1M15__bin.20|gene_id_3215	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	Proteobacteria	refID179033	-0.304285361586315
DHFR,folA	FengQ_2015__SID530444__bin.55|gene_id_1233	33.33	GUT_GENOME094042_01255, FengQ_2015__SID530444__bin.55|gene_id_1233	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp CAG 289	Actinobacteria	refID025536	1.44935922229271
DHFR,folA	XieH_2016__YSZC12003_36453__bin.19|gene_id_1588	33.33	LouisS_2016__AS66_18__bin.39|gene_id_1948, XieH_2016__YSZC12003_36453__bin.19|gene_id_1588, GUT_GENOME096301_00069, GUT_GENOME255109_01525	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp 56 sp Nov 56 25	Bacteroidetes	refID029773	-0.83278098960465
DHFR,folA	ZellerG_2014__CCIS36797902ST-4-0__bin.27|gene_id_928	33.33	GUT_GENOME283320_00868, ZellerG_2014__CCIS36797902ST-4-0__bin.27|gene_id_928	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium sp An118	Firmicutes	refID058455	-0.376352947225178
DHFR,folA	Bengtsson-PalmeJ_2015__TRAVELRES48__bin.123|gene_id_1206	33.33	GUT_GENOME000967_01529, Bengtsson-PalmeJ_2015__TRAVELRES48__bin.123|gene_id_1206	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes bacterium CAG 102	Firmicutes	refID189802	-0.232217775947451
DHFR,folA	XieH_2016__YSZC12003_37353__bin.33|gene_id_2658	33.33	HeQ_2017__SZAXPI029548-140__bin.27|gene_id_3712, LouisS_2016__AS44_0__bin.5|gene_id_819, gene_id_4492615, gene_id_2637827, BackhedF_2015__SID42_M__bin.25|gene_id_4517, XieH_2016__YSZC12003_37353__bin.33|gene_id_2658, gene_id_2158461, GUT_GENOME096203_04248, gene_id_5026758, GUT_GENOME096080_03411, gene_id_6764456, BackhedF_2015__SID203_12M__bin.3|gene_id_2477, gene_id_4472974	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	Bacteroidetes	refID289941	-0.352330418678891
DHFR,folA	CosteaPI_2017__SID713A023-11-0-0__bin.40|gene_id_426	33.33	GUT_GENOME022392_00078, CosteaPI_2017__SID713A023-11-0-0__bin.40|gene_id_426	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp CAG 514	Bacteroidetes	refID311774	-0.0320300380617174
DHFR,folA	XieH_2016__YSZC12003_37277__bin.91|gene_id_2507	33.33	GUT_GENOME020577_02369, GUT_GENOME258883_02576, GUT_GENOME254013_02521, CosteaPI_2017__halbarad-11-7-0__bin.2|gene_id_2300, LeChatelierE_2013__MH0181__bin.59|gene_id_233, XieH_2016__YSZC12003_37277__bin.91|gene_id_2507	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp CAG 661	Bacteroidetes	refID320327	-0.136127661762299
DHFR,folA	GUT_GENOME096557_00350	33.51	LoombaR_2017__SID0009_rhg__bin.2|gene_id_2589, GUT_GENOME096557_00350	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	Emergencia	Emergencia timonensis	Firmicutes	refID159991	0.59255570414177
DHFR,folA	CosteaPI_2017__mickey2-11-0-0__bin.53|gene_id_398	33.51	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.146|gene_id_942, GUT_GENOME009523_00967, CosteaPI_2017__mickey2-11-0-0__bin.53|gene_id_398, GUT_GENOME020741_00414	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp CAG 144	Bacteroidetes	refID259608	0.152142680793157
DHFR,folA	Bengtsson-PalmeJ_2015__TRAVELRES27__bin.135|gene_id_1408	33.51	BritoIL_2016__M1.62.ST__bin.35|gene_id_1126, GUT_GENOME000205_01493, Bengtsson-PalmeJ_2015__TRAVELRES27__bin.135|gene_id_1408	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp	Firmicutes	refID267956	-0.528495628018336
DHFR,folA	FengQ_2015__SID531352__bin.19|gene_id_506	33.51	GUT_GENOME094675_00500, FengQ_2015__SID531352__bin.19|gene_id_506	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp	Firmicutes	refID288942	-0.168157699824016
DHFR,folA	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.75|gene_id_1922	33.51	GUT_GENOME096240_01434, Bengtsson-PalmeJ_2015__TRAVELRES17__bin.75|gene_id_1922, GUT_GENOME219276_02169	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella sp CAG 51	Bacteroidetes	refID307771	1.10503631312925
DHFR,folA	HeQ_2017__SZAXPI029501-104__bin.40|gene_id_1292	33.52	BackhedF_2015__SID507_12M__bin.18|gene_id_2186, GUT_GENOME153241_00467, QinJ_2012__T2D-102__bin.10|gene_id_475, gene_id_3322196, GUT_GENOME097946_00924, HeQ_2017__RSZAXPI003099-133__bin.50|gene_id_941, HeQ_2017__SZAXPI029501-104__bin.40|gene_id_1292, GUT_GENOME061059_02074, GUT_GENOME103765_00866, GUT_GENOME227599_01157	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae bacterium CAG 364	Firmicutes	refID038183	0.024022528546288
DHFR,folA	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.106|gene_id_1496	33.52	GUT_GENOME256353_01662, Bengtsson-PalmeJ_2015__TRAVELRES8__bin.106|gene_id_1496, GUT_GENOME010945_01468, BackhedF_2015__SID137_M__bin.55|gene_id_1381	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	Anaerotruncus sp CAG 528	Firmicutes	refID089096	1.09702880361382
DHFR,folA	BackhedF_2015__SID532_4M__bin.18|gene_id_2545	33.55	GUT_GENOME061051_03015, BackhedF_2015__SID532_4M__bin.18|gene_id_2545	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum	Cellulosilyticum lentocellum	Firmicutes	refID194333	0.84078849912008
DHFR,folA	WenC_2017__RA005__bin.5|gene_id_1461	33.55	GUT_GENOME249268_01466, WenC_2017__RA005__bin.5|gene_id_1461	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus	Bacteroidetes	refID249902	-0.144135171277728
DHFR,folA	ZeeviD_2015__PNP_Main_513__bin.36|gene_id_768	33.66	GUT_GENOME018156_01435, CM_madagascar__A42_02_1FE__bin.11|gene_id_1571, GUT_GENOME018576_01773, ZeeviD_2015__PNP_Main_513__bin.36|gene_id_768	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp CAG 435	Bacteroidetes	refID075018	-0.888833556212656
DHFR,folA	LiJ_2014__MH0370__bin.5|gene_id_1498	33.7	GUT_GENOME117166_01464, HeQ_2017__RSZAXPI003105-143__bin.27|gene_id_2202, LiJ_2014__MH0370__bin.5|gene_id_1498, GUT_GENOME098042_02173	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp CAG 299	Firmicutes	refID027473	-0.320300380617173
DHFR,folA	ZeeviD_2015__PNP_Main_384__bin.31|gene_id_1076	33.77	CosteaPI_2017__SID713A026-11-90-0__bin.47|gene_id_1560, KosticAD_2015__PRJNA231909.3112348__bin.3|gene_id_280, YuJ_2015__SZAXPI015246-34__bin.31|gene_id_2019, gene_id_3529666, gene_id_5015723, gene_id_1779010, gene_id_4484205, GUT_GENOME229830_00662, GUT_GENOME000035_01741, BackhedF_2015__SID128_4M__bin.12|gene_id_3304, LiJ_2014__O2.CD1-0-PT__bin.36|gene_id_809, GUT_GENOME253287_02276, XieH_2016__YSZC12003_35838__bin.11|gene_id_2235, GUT_GENOME000221_02336, GUT_GENOME217674_04062, GUT_GENOME140240_03620, gene_id_2567403, VatanenT_2016__G78715__bin.7|gene_id_4405, gene_id_6770428, GUT_GENOME022484_01574, ZeeviD_2015__PNP_Main_384__bin.31|gene_id_1076, GUT_GENOME001120_02330, gene_id_2102385, GUT_GENOME147854_04276, HMP_2012__SRS024388__bin.17|gene_id_3767, gene_id_5035686, GUT_GENOME102353_03782	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae	Bacteroidetes	refID142823	-0.104097623700581
DHFR,folA	NielsenHB_2014__V1_CD21_0__bin.38|gene_id_1253	33.77	GUT_GENOME136641_01222, NielsenHB_2014__V1_CD21_0__bin.38|gene_id_1253	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes	Firmicutes bacterium CAG 646	Firmicutes	refID258447	-0.416390494802325
DHFR,folA	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.84|gene_id_887	33.77	GUT_GENOME277334_01748, Bengtsson-PalmeJ_2015__TRAVELRES46__bin.84|gene_id_887	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum intestinale	Bacteroidetes	refID319547	0.736690875419498
DHFR,folA	GUT_GENOME096276_00183	33.78	LiJ_2017__H2M415914__bin.46|gene_id_1574, GUT_GENOME096276_00183	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella wadsworthensis_A	Proteobacteria	refID127996	-0.144135171277728
DHFR,folA	ChengpingW_2017__AS9raw__bin.59|gene_id_2985	33.96	ChengpingW_2017__AS9raw__bin.59|gene_id_2985, GUT_GENOME001239_02053	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp CAG 245	Firmicutes	refID225755	0.48045057092576
DHFR,folA	XieH_2016__YSZC12003_37270__bin.54|gene_id_144	33.97	GUT_GENOME000189_01267, LeChatelierE_2013__MH0107__bin.5|gene_id_164, GUT_GENOME258758_00146, GUT_GENOME109102_00166, ZeeviD_2015__PNP_Main_624__bin.7|gene_id_565, GUT_GENOME044788_01019, GUT_GENOME276949_00581, XieH_2016__YSZC12003_37270__bin.54|gene_id_144, SchirmerM_2016__G88826__bin.5|gene_id_1112	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp CAG 875	Bacteroidetes	refID037567	-0.0160150190308587
DHFR,folA	LiJ_2014__V1.UC40-1__bin.39|gene_id_2468	34	GUT_GENOME090533_00961, LiJ_2014__O2.UC36-0__bin.36|gene_id_2280, GeversD_2014__SKBSTL068__bin.76|gene_id_390, GUT_GENOME122227_02072, LiJ_2014__V1.UC40-1__bin.39|gene_id_2468, FengQ_2015__SID531766__bin.2|gene_id_1981, GUT_GENOME000215_01255	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp	Firmicutes	refID234403	-0.648608270749776
DHFR,folA	GUT_GENOME230645_01987	34	DavidLA_2015__LD-Run1-06__bin.3|gene_id_1351, GUT_GENOME230645_01987	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella corporis	Bacteroidetes	refID256273	0.23221777594745
DHFR,folA	GUT_GENOME225259_00463	34.13	CosteaPI_2017__SID713A045-11-0-0__bin.53|gene_id_1200, GUT_GENOME225259_00463	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Duodenibacillus	Duodenibacillus massiliensis	Proteobacteria	refID132020	-0.512480608987477
DHFR,folA	GUT_GENOME113559_02403	34.21	CosteaPI_2017__SID713A074-11-0-0__bin.73|gene_id_1140, GUT_GENOME245758_00279, CosteaPI_2017__donald1-11-0-0__bin.62|gene_id_108, GUT_GENOME113559_02403	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium	Ruminiclostridium sp003512525	Firmicutes	refID220916	2.75458327330769
DHFR,folA	XieH_2016__YSZC12003_36697__bin.32|gene_id_2393	34.23	GUT_GENOME255999_02319, XieH_2016__YSZC12003_36697__bin.32|gene_id_2393	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Enterocloster citroniae	Firmicutes	refID036380	0.376352947225178
DHFR,folA	GUT_GENOME054531_00564	34.25	GUT_GENOME142497_00305, Bengtsson-PalmeJ_2015__TRAVELRES12__bin.4|gene_id_1425, GUT_GENOME054531_00564, LiJ_2014__MH0360__bin.55|gene_id_176	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp000436695	Bacteroidetes	refID266102	0.23221777594745
DHFR,folA	GUT_GENOME096366_03799	34.42	BackhedF_2015__SID587_M__bin.28|gene_id_1099, GUT_GENOME096366_03799	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides salyersiae	Bacteroidetes	refID014918	0.344322909163461
DHFR,folA	HMP_2012__SRS011302__bin.14|gene_id_1731	34.44	XieH_2016__YSZC12003_36667__bin.50|gene_id_533, GUT_GENOME100441_01667, HMP_2012__SRS011302__bin.14|gene_id_1731, GUT_GENOME254975_00087, GUT_GENOME000889_00805, HMP_2012__SRS077730__bin.27|gene_id_1730	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp CAG 192	Firmicutes	refID161939	0.392367966256037
DHFR,folA	LiJ_2014__O2.CD1-0-PT__bin.36|gene_id_1983	34.44	gene_id_5206051, gene_id_6759529, HeQ_2017__SZAXPI029485-81__bin.30|gene_id_2371, gene_id_2097017, GUT_GENOME096063_00279, gene_id_4725502, GUT_GENOME001418_01500, gene_id_6721558, LiJ_2014__O2.CD1-0-PT__bin.36|gene_id_1983, BackhedF_2015__SID10_4M__bin.11|gene_id_1615, gene_id_2152270	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	Bacteroidetes	refID229865	0.136127661762299
DHFR,folA	HMP_2012__SRS014613__bin.9|gene_id_2442	34.59	GUT_GENOME000578_02637, HMP_2012__SRS014613__bin.9|gene_id_2442	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides sp CAG 927	Bacteroidetes	refID133275	0.200187737885734
DHFR,folA	HeQ_2017__SZAXPI029577-94__bin.48|gene_id_607	34.62	GUT_GENOME000658_01421, HeQ_2017__SZAXPI029577-94__bin.48|gene_id_607	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp CAG 156	Firmicutes	refID056204	-0.0880826046697227
DHFR,folA	LiJ_2014__MH0402__bin.77|gene_id_2334	34.67	gene_id_6743100, GUT_GENOME118228_02337, GUT_GENOME000231_00013, BackhedF_2015__SID532_12M__bin.18|gene_id_272, LiJ_2014__MH0402__bin.77|gene_id_2334, GUT_GENOME096083_00893, gene_id_4749093, gene_id_6747737	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	Bacteroidetes	refID082675	-0.560525666080053
DHFR,folA	GUT_GENOME157213_00334	34.67	RampelliS_2015__H15__bin.11|gene_id_320, GUT_GENOME157213_00334	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251295	Bacteroidetes	refID209610	0.0240225285462879
DHFR,folA	BackhedF_2015__SID179_4M__bin.23|gene_id_121	34.87	GUT_GENOME001745_00809, BackhedF_2015__SID179_4M__bin.23|gene_id_121	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides nordii	Bacteroidetes	refID099922	0.12011264273144
DHFR,folA	LeChatelierE_2013__MH0432__bin.20|gene_id_1124	34.97	GUT_GENOME096176_00037, GUT_GENOME113610_01110, LeChatelierE_2013__MH0432__bin.20|gene_id_1124	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas	Succinatimonas hippei	Proteobacteria	refID267245	0.424398004317754
DHFR,folA	BackhedF_2015__SID133_4M__bin.6|gene_id_2501	35.03	gene_id_3240453, gene_id_4727992, BackhedF_2015__SID377_4M__bin.15|gene_id_1181, GUT_GENOME143505_02047, gene_id_4472800, BackhedF_2015__SID133_4M__bin.6|gene_id_2501, gene_id_2164979, GUT_GENOME102353_01034, gene_id_1288163, gene_id_2069832, HMP_2012__SRS024388__bin.17|gene_id_1023, LouisS_2016__AS43_12__bin.20|gene_id_1672, gene_id_6754695, NielsenHB_2014__MH0141__bin.31|gene_id_2652, gene_id_4705254, gene_id_4115918	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Phocaeicola dorei	Bacteroidetes	refID126457	-1.0089461989441
DHFR,folA	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.92|gene_id_4415	35.1	GUT_GENOME159262_03023, Bengtsson-PalmeJ_2015__TRAVELRES27__bin.212|gene_id_3431, GUT_GENOME001255_02132, Bengtsson-PalmeJ_2015__TRAVELRES9__bin.123|gene_id_4785, GUT_GENOME143484_04117, VogtmannE_2016__MMRS86178473ST-27-0-0__bin.67|gene_id_2188, GUT_GENOME143232_01554, GUT_GENOME096294_03227, RaymondF_2016__P3E7__bin.32|gene_id_3166, gene_id_3393052, Bengtsson-PalmeJ_2015__TRAVELRES4__bin.92|gene_id_4415, VogtmannE_2016__MMRS84085284ST-27-0-0__bin.42|gene_id_4158, QinJ_2012__T2D-021__bin.3|gene_id_2014, gene_id_3055362	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus CAG 158	Bacteroidetes	refID112377	0.184172718854875
